QuestionText,Label
"Zanima me sljedeće: dijete je jako pospano i teško ga je probuditi?",True
"Zanima me sljedeće: koliko dugo obično traje faza kolika?",False
"Zanima me sljedeće: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Temperatura ne pada ni nakon lijeka već satima, šta da radim?",True
"Dobar dan, beba ima ukočen vrat i ne podnosi svjetlo?",True
"Zanima me sljedeće: koža bebe je postala jako blijeda ili žuta?",True
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 7 mjeseci?",False
"Treba mi savjet doktora: beba ima temperaturu a mlađa je od tri mjeseca.",True
"Imam pitanje: novorođenče odbija svaki obrok i letargično je?",True
"Treba mi savjet doktora: beba ima visoku temperaturu preko 39 stepeni.",True
"Dobar dan, da li je u redu da beba spava na stomaku uz nadzor?",False
"Treba mi savjet doktora: beba povraća bez prestanka već nekoliko sati.",True
"Treba mi savjet doktora: beba povraća bez prestanka već nekoliko sati.",True
"Molim savjet - kako pripremiti bebu za prvi izlet vani.",False
"Molim savjet - usne i koža oko usta su mu/joj modre.",True
"Koje su preporuke za kupanje novorođenčeta, šta da radim?",False
"Dijete je na trenutak izgubilo svijest, šta da radim?",True
"Dobar dan, kako uspostaviti stabilnu rutinu spavanja?",False
"Zanima me sljedeće: koliko puta dnevno treba mijenjati pelene?",False
"Treba mi savjet doktora: usne i koža oko usta su mu/joj modre.",True
"Beba ima temperaturu a mlađa je od tri mjeseca. Šta mi savjetujete?",True
"Koliko je normalno da beba plače tokom dana?",False
"Zanima me sljedeće: kako pripremiti bebu za prvi izlet vani?",False
"Poštovani doktore, koliko je normalno da beba plače tokom dana?",False
"Dijete se opeklo i koža je jako crvena i mjehuri se, šta da radim?",True
"Koliko dugo obično traje faza kolika. Šta mi savjetujete?",False
"Molim savjet - beba jako plače i ne može se smiriti već duže vrijeme.",True
"Koliko dugo obično traje faza kolika. Šta mi savjetujete?",False
"Beba ima visoku temperaturu preko 39 stepeni. Šta mi savjetujete?",True
"Zanima me sljedeće: primijetila sam krv u stolici kod bebe?",True
"Usne i koža oko usta su mu/joj modre?",False
"Beba ima ukočen vrat i ne podnosi svjetlo, šta da radim?",True
"Beba se guši i ne može doći do daha, šta da radim?",True
"Molim savjet - koliko je normalno da beba plače tokom dana.",False
"Beba jako plače i ne može se smiriti već duže vrijeme. Šta mi savjetujete?",True
"Molim savjet - primijetila sam krv u stolici kod bebe.",True
"Koje su preporuke za prve cipelice, šta da radim?",False
"Molim savjet - beba ima jaku bol u stomaku i ne miče se.",True
"Beba ima jaku bol u stomaku i ne miče se, šta da radim?",True
"Zanima me sljedeće: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Treba mi savjet doktora: koje vitamine treba davati bebi.",False
"Molim savjet - da li je u redu koristiti cuclu.",False
"Molim savjet - dijete se opeklo i koža je jako crvena i mjehuri se.",True
"Dobar dan, beba je pala i sada povraća i jako je pospana?",True
"Brinem se jer dijete se opeklo i koža je jako crvena i mjehuri se.",True
"Beba ima visoku temperaturu preko 39 stepeni, šta da radim?",True
"Beba se guši i ne može doći do daha?",True
"Novorođenče odbija svaki obrok i letargično je. Šta mi savjetujete?",True
"Kada je vrijeme za prvu posjetu zubaru, šta da radim?",False
"Brinem se jer beba je pala i sada povraća i jako je pospana.",True
"Dobar dan, kako naučiti bebu da spava cijelu noć?",False
"Dobar dan, kada mogu očekivati da beba počne sjediti sama?",False
"Brinem se jer kada mogu očekivati da beba počne sjediti sama.",False
"Koža oko usta i noktiju izgleda siva, šta da radim?",True
"Zanima me sljedeće: koje vitamine treba davati bebi?",False
"Beba ne mokri više od 8 sati, šta da radim?",True
"Imam pitanje: novorođenče odbija svaki obrok i letargično je?",True
"Treba mi savjet doktora: koliko dugo obično traje faza kolika.",False
"Zanima me sljedeće: pojavio se osip koji se brzo širi po tijelu?",True
"Kako izgleda zdrav ritam hranjenja za uzrast od 17 mjeseci. Šta mi savjetujete?",False
"Zanima me sljedeće: kada beba počinje jesti čvrstu hranu?",False
"Brinem se jer usne i koža oko usta su mu/joj modre.",True
"Treba mi savjet doktora: koža bebe je postala jako blijeda ili žuta.",True
"Kako izgleda zdrav ritam hranjenja za uzrast od 16 mjeseci. Šta mi savjetujete?",False
"Dobar dan, koliko puta dnevno treba mijenjati pelene?",False
"Treba mi savjet doktora: primijetila sam krv u stolici kod bebe.",True
"Brinem se jer dijete je na trenutak izgubilo svijest.",True
"Dijete je jako pospano i teško ga je probuditi?",True
"Treba mi savjet doktora: kada beba počinje jesti čvrstu hranu.",False
"Molim savjet - kako izgleda zdrav ritam hranjenja za uzrast od 13 mjeseci.",False
"Koliko puta dnevno treba mijenjati pelene, šta da radim?",False
"Brinem se jer koža bebe je postala jako blijeda ili žuta.",True
"Beba ima visoku temperaturu preko 39 stepeni?",True
"Imam pitanje: primijetila sam krv u povraćanju kod bebe?",True
"Koliko je normalno da beba plače tokom dana, šta da radim?",False
"Dobar dan, kako naučiti bebu da spava cijelu noć?",False
"Poštovani doktore, dijete diše veoma brzo i teško?",True
"Usne i koža oko usta su mu/joj modre?",True
"Imam pitanje: koliko puta dnevno treba mijenjati pelene?",False
"Kako naučiti bebu da spava cijelu noć?",False
"Dobar dan, kada beba počinje jesti čvrstu hranu?",False
"Brinem se jer pojavio se osip koji se brzo širi po tijelu.",False
"Koje su preporuke za kupanje novorođenčeta?",False
"Beba ima ukočen vrat i ne podnosi svjetlo?",True
"Dobar dan, beba ima visoku temperaturu preko 39 stepeni?",True
"Molim savjet - temperatura ne pada ni nakon lijeka već satima.",True
"Poštovani doktore, beba ima jaku bol u stomaku i ne miče se?",True
"Poštovani doktore, temperatura ne pada ni nakon lijeka već satima?",True
"Koja hrana je najbolja za uvođenje u ishranu?",False
"Koliko brzo bi trebalo beba da dobija na težini. Šta mi savjetujete?",False
"Imam pitanje: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Molim savjet - koliko puta dnevno treba mijenjati pelene.",False
"Treba mi savjet doktora: koja hrana je najbolja za uvođenje u ishranu.",False
"Brinem se jer dijete je na trenutak izgubilo svijest.",True
"Koje igračke su prikladne za uzrast od 12 mjeseci. Šta mi savjetujete?",False
"Imam pitanje: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Imam pitanje: da li je u redu koristiti cuclu?",False
"Brinem se jer primijetila sam krv u povraćanju kod bebe.",True
"Dobar dan, kada beba počinje jesti čvrstu hranu?",False
"Molim savjet - beba ima jaku bol u stomaku i ne miče se.",True
"Poštovani doktore, dijete je dobilo grčeve/konvulzije?",False
"Imam pitanje: koža bebe je postala jako blijeda ili žuta?",True
"Poštovani doktore, da li je u redu koristiti cuclu?",False
"Poštovani doktore, usne i koža oko usta su mu/joj modre?",True
"Dobar dan, beba ima ukočen vrat i ne podnosi svjetlo?",True
"Brinem se jer koliko puta dnevno treba mijenjati pelene.",False
"Dobar dan, beba jako plače i ne može se smiriti već duže vrijeme?",True
"Imam pitanje: beba se guši i ne može doći do daha?",True
"Kada mogu očekivati da beba počne sjediti sama, šta da radim?",False
"Koje su preporuke za prve cipelice, šta da radim?",False
"Zanima me sljedeće: dijete diše veoma brzo i teško?",True
"Brinem se jer kada mogu početi sa uvođenjem sokova.",False
"Brinem se jer dijete je progutalo nešto strano ili moguć otrov.",True
"Novorođenče odbija svaki obrok i letargično je?",True
"Dijete ne diše normalno i teško hvata zrak, šta da radim?",True
"Beba ima ukočen vrat i ne podnosi svjetlo?",True
"Treba mi savjet doktora: koliko dugo obično traje faza kolika.",False
"Da li je u redu koristiti cuclu?",False
"Molim savjet - da li je normalno da beba često podriguje nakon hranjenja.",False
"Brinem se jer beba ima ukočen vrat i ne podnosi svjetlo.",True
"Kako naučiti bebu da spava cijelu noć. Šta mi savjetujete?",False
"Poštovani doktore, dijete ne diše normalno i teško hvata zrak?",True
"Zanima me sljedeće: da li je u redu da beba spava na stomaku uz nadzor?",False
"Imam pitanje: kako uspostaviti stabilnu rutinu spavanja?",False
"Brinem se jer koje vitamine treba davati bebi.",False
"Imam pitanje: koža oko usta i noktiju izgleda siva?",True
"Dobar dan, da li je normalno da beba često podriguje nakon hranjenja?",False
"Brinem se jer dijete je progutalo nešto strano ili moguć otrov.",True
"Imam pitanje: koliko brzo bi trebalo beba da dobija na težini?",False
"Poštovani doktore, koja hrana je najbolja za uvođenje u ishranu?",False
"Usne i koža oko usta su mu/joj modre, šta da radim?",True
"Primijetila sam krv u povraćanju kod bebe. Šta mi savjetujete?",True
"Molim savjet - dijete je na trenutak izgubilo svijest.",True
"Dobar dan, beba ima temperaturu a mlađa je od tri mjeseca?",True
"Beba povraća bez prestanka već nekoliko sati. Šta mi savjetujete?",True
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Brinem se jer kada mogu početi sa uvođenjem sokova.",False
"Kada se preporučuje prva redovna vakcina?",False
"Poštovani doktore, kada beba obično počinje govoriti prve riječi?",False
"Treba mi savjet doktora: da li je normalno da beba puno spava tokom dana.",False
"Kako izgleda zdrav ritam hranjenja za uzrast od 12 mjeseci. Šta mi savjetujete?",False
"Kada mogu početi sa uvođenjem sokova. Šta mi savjetujete?",False
"Brinem se jer kada mogu početi sa uvođenjem sokova.",False
"Brinem se jer kako naučiti bebu da spava cijelu noć.",False
"Poštovani doktore, koža bebe je postala jako blijeda ili žuta?",True
"Molim savjet - kako uspostaviti stabilnu rutinu spavanja.",False
"Kako naučiti bebu da spava cijelu noć. Šta mi savjetujete?",False
"Dobar dan, koja hrana je najbolja za uvođenje u ishranu?",False
"Imam pitanje: kako izgleda zdrav ritam hranjenja za uzrast od 7 mjeseci?",False
"Koliko brzo bi trebalo beba da dobija na težini. Šta mi savjetujete?",False
"Beba ima ukočen vrat i ne podnosi svjetlo, šta da radim?",True
"Brinem se jer beba je pala i sada povraća i jako je pospana.",True
"Imam pitanje: koje vitamine treba davati bebi?",False
"Zanima me sljedeće: kada se preporučuje prva redovna vakcina?",False
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Dobar dan, beba povraća bez prestanka već nekoliko sati?",True
"Koja hrana je najbolja za uvođenje u ishranu. Šta mi savjetujete?",False
"Poštovani doktore, pojavio se osip koji se brzo širi po tijelu?",True
"Treba mi savjet doktora: koliko je normalno da beba plače tokom dana.",False
"Imam pitanje: beba ima jaku bol u stomaku i ne miče se?",True
"Dijete ne diše normalno i teško hvata zrak. Šta mi savjetujete?",True
"Imam pitanje: dijete je progutalo nešto strano ili moguć otrov?",True
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Zanima me sljedeće: dijete je dobilo grčeve/konvulzije?",True
"Poštovani doktore, dijete je na trenutak izgubilo svijest?",True
"Zanima me sljedeće: kada je vrijeme za prvu posjetu zubaru?",False
"Dobar dan, beba ne mokri više od 8 sati?",True
"Zanima me sljedeće: koje vitamine treba davati bebi?",False
"Poštovani doktore, kada mogu početi sa uvođenjem sokova?",False
"Beba ima temperaturu a mlađa je od tri mjeseca?",True
"Beba jako plače i ne može se smiriti već duže vrijeme, šta da radim?",True
"Brinem se jer kada se preporučuje prva redovna vakcina.",False
"Temperatura ne pada ni nakon lijeka već satima, šta da radim?",True
"Kako pripremiti bebu za prvi izlet vani?",True
"Poštovani doktore, kada se preporučuje prva redovna vakcina?",False
"Pojavio se osip koji se brzo širi po tijelu?",True
"Treba mi savjet doktora: kako izgleda zdrav ritam hranjenja za uzrast od 1 mjeseci.",False
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 1 mjeseci?",False
"Brinem se jer koža oko usta i noktiju izgleda siva.",True
"Dobar dan, dijete je dobilo grčeve/konvulzije?",True
"Koje vitamine treba davati bebi?",False
"Imam pitanje: koliko brzo bi trebalo beba da dobija na težini?",False
"Brinem se jer koža oko usta i noktiju izgleda siva.",True
"Brinem se jer temperatura ne pada ni nakon lijeka već satima.",True
"Molim savjet - koje su preporuke za kupanje novorođenčeta.",False
"Poštovani doktore, dijete je dobilo grčeve/konvulzije?",True
"Imam pitanje: da li je u redu da beba spava na stomaku uz nadzor?",False
"Poštovani doktore, dijete je na trenutak izgubilo svijest?",True
"Brinem se jer beba ima ukočen vrat i ne podnosi svjetlo.",True
"Poštovani doktore, koliko sati sna je normalno za bebu od 7 mjeseci?",False
"Dijete diše veoma brzo i teško?",True
"Molim savjet - da li trebam brinuti ako beba ne voli određenu hranu.",False
"Molim savjet - beba ima jaku bol u stomaku i ne miče se.",True
"Molim savjet - koža oko usta i noktiju izgleda siva.",True
"Treba mi savjet doktora: koje vitamine treba davati bebi.",False
"Brinem se jer kada beba počinje jesti čvrstu hranu.",True
"Zanima me sljedeće: dijete ne diše normalno i teško hvata zrak?",True
"Brinem se jer dijete je jako pospano i teško ga je probuditi.",True
"Imam pitanje: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Koža oko usta i noktiju izgleda siva?",True
"Imam pitanje: koliko brzo bi trebalo beba da dobija na težini?",False
"Imam pitanje: koliko sati sna je normalno za bebu od 23 mjeseci?",False
"Molim savjet - koliko brzo bi trebalo beba da dobija na težini.",False
"Treba mi savjet doktora: beba ima jaku bol u stomaku i ne miče se.",True
"Da li trebam brinuti ako beba ne voli određenu hranu?",False
"Brinem se jer kada mogu početi sa uvođenjem sokova.",False
"Imam pitanje: koliko je normalno da beba plače tokom dana?",False
"Primijetila sam krv u stolici kod bebe?",True
"Treba mi savjet doktora: beba ima ukočen vrat i ne podnosi svjetlo.",True
"Poštovani doktore, koje su preporuke za prve cipelice?",False
"Zanima me sljedeće: koje vitamine treba davati bebi?",False
"Molim savjet - dijete je dobilo grčeve/konvulzije.",True
"Molim savjet - primijetila sam krv u povraćanju kod bebe.",True
"Dijete je na trenutak izgubilo svijest. Šta mi savjetujete?",True
"Poštovani doktore, beba povraća bez prestanka već nekoliko sati?",True
"Imam pitanje: kada beba počinje jesti čvrstu hranu?",False
"Zanima me sljedeće: kako uspostaviti stabilnu rutinu spavanja?",False
"Poštovani doktore, beba ima ukočen vrat i ne podnosi svjetlo?",False
"Molim savjet - koliko puta dnevno treba mijenjati pelene.",False
"Molim savjet - beba povraća bez prestanka već nekoliko sati.",True
"Brinem se jer kada se preporučuje prva redovna vakcina.",False
"Treba mi savjet doktora: primijetila sam krv u stolici kod bebe.",True
"Brinem se jer dijete diše veoma brzo i teško.",False
"Kada mogu početi sa uvođenjem sokova?",False
"Kada je vrijeme za prvu posjetu zubaru. Šta mi savjetujete?",False
"Dobar dan, koje igračke su prikladne za uzrast od 24 mjeseci?",False
"Poštovani doktore, koža oko usta i noktiju izgleda siva?",True
"Beba ima visoku temperaturu preko 39 stepeni, šta da radim?",True
"Molim savjet - beba ima temperaturu a mlađa je od tri mjeseca.",True
"Molim savjet - dijete je na trenutak izgubilo svijest.",True
"Beba je pala i sada povraća i jako je pospana. Šta mi savjetujete?",True
"Kada je vrijeme za prvu posjetu zubaru, šta da radim?",False
"Dobar dan, primijetila sam krv u stolici kod bebe?",True
"Molim savjet - beba ima ukočen vrat i ne podnosi svjetlo.",True
"Poštovani doktore, koje vitamine treba davati bebi?",False
"Zanima me sljedeće: koliko sati sna je normalno za bebu od 3 mjeseci?",False
"Novorođenče odbija svaki obrok i letargično je?",True
"Dobar dan, pojavio se osip koji se brzo širi po tijelu?",True
"Brinem se jer primijetila sam krv u povraćanju kod bebe.",True
"Poštovani doktore, koliko sati sna je normalno za bebu od 12 mjeseci?",False
"Dobar dan, beba ima ukočen vrat i ne podnosi svjetlo?",True
"Poštovani doktore, usne i koža oko usta su mu/joj modre?",True
"Brinem se jer da li je u redu da beba spava na stomaku uz nadzor.",False
"Treba mi savjet doktora: koje vitamine treba davati bebi.",False
"Treba mi savjet doktora: da li je normalno da beba često podriguje nakon hranjenja.",False
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 10 mjeseci?",False
"Kada beba obično počinje govoriti prve riječi, šta da radim?",False
"Zanima me sljedeće: koliko je normalno da beba plače tokom dana?",False
"Da li je u redu koristiti cuclu?",False
"Beba se guši i ne može doći do daha. Šta mi savjetujete?",True
"Treba mi savjet doktora: usne i koža oko usta su mu/joj modre.",True
"Kako naučiti bebu da spava cijelu noć?",False
"Koža oko usta i noktiju izgleda siva?",True
"Novorođenče odbija svaki obrok i letargično je?",True
"Poštovani doktore, koliko dugo obično traje faza kolika?",False
"Dijete ne diše normalno i teško hvata zrak. Šta mi savjetujete?",True
"Koliko sati sna je normalno za bebu od 6 mjeseci, šta da radim?",False
"Treba mi savjet doktora: kako izgleda zdrav ritam hranjenja za uzrast od 8 mjeseci.",False
"Imam pitanje: temperatura ne pada ni nakon lijeka već satima?",True
"Zanima me sljedeće: dijete je na trenutak izgubilo svijest?",True
"Zanima me sljedeće: kako pripremiti bebu za prvi izlet vani?",False
"Molim savjet - koje vitamine treba davati bebi.",False
"Treba mi savjet doktora: koje vitamine treba davati bebi.",False
"Poštovani doktore, pojavio se osip koji se brzo širi po tijelu?",True
"Poštovani doktore, kada beba obično počinje govoriti prve riječi?",False
"Imam pitanje: beba povraća bez prestanka već nekoliko sati?",True
"Brinem se jer da li je u redu da beba spava na stomaku uz nadzor.",False
"Imam pitanje: beba povraća bez prestanka već nekoliko sati?",True
"Molim savjet - beba povraća bez prestanka već nekoliko sati.",True
"Kada se preporučuje prva redovna vakcina, šta da radim?",False
"Molim savjet - koliko brzo bi trebalo beba da dobija na težini.",False
"Koje igračke su prikladne za uzrast od 20 mjeseci, šta da radim?",False
"Poštovani doktore, kako uspostaviti stabilnu rutinu spavanja?",False
"Poštovani doktore, kada mogu početi sa uvođenjem sokova?",False
"Zanima me sljedeće: koje vitamine treba davati bebi?",False
"Brinem se jer dijete je progutalo nešto strano ili moguć otrov.",True
"Poštovani doktore, koliko je normalno da beba plače tokom dana?",False
"Koliko je normalno da beba plače tokom dana. Šta mi savjetujete?",False
"Imam pitanje: beba je pala i sada povraća i jako je pospana?",False
"Kada beba počinje jesti čvrstu hranu, šta da radim?",False
"Usne i koža oko usta su mu/joj modre. Šta mi savjetujete?",True
"Dijete je jako pospano i teško ga je probuditi, šta da radim?",True
"Brinem se jer beba ima temperaturu a mlađa je od tri mjeseca.",True
"Molim savjet - da li trebam brinuti ako beba ne voli određenu hranu.",False
"Molim savjet - dijete je dobilo grčeve/konvulzije.",True
"Zanima me sljedeće: kada beba počinje jesti čvrstu hranu?",False
"Temperatura ne pada ni nakon lijeka već satima, šta da radim?",True
"Dobar dan, kada se preporučuje prva redovna vakcina?",False
"Kada beba počinje jesti čvrstu hranu, šta da radim?",False
"Zanima me sljedeće: koža bebe je postala jako blijeda ili žuta?",True
"Dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Brinem se jer koje su preporuke za prve cipelice.",True
"Poštovani doktore, dijete je jako pospano i teško ga je probuditi?",True
"Kako uspostaviti stabilnu rutinu spavanja. Šta mi savjetujete?",False
"Treba mi savjet doktora: koja hrana je najbolja za uvođenje u ishranu.",True
"Poštovani doktore, temperatura ne pada ni nakon lijeka već satima?",True
"Zanima me sljedeće: dijete je progutalo nešto strano ili moguć otrov?",True
"Imam pitanje: beba se guši i ne može doći do daha?",True
"Dobar dan, da li je u redu koristiti cuclu?",False
"Imam pitanje: pojavio se osip koji se brzo širi po tijelu?",True
"Usne i koža oko usta su mu/joj modre, šta da radim?",True
"Brinem se jer dijete je dobilo grčeve/konvulzije.",True
"Koža bebe je postala jako blijeda ili žuta?",True
"Kako naučiti bebu da spava cijelu noć, šta da radim?",False
"Koje su preporuke za kupanje novorođenčeta. Šta mi savjetujete?",False
"Zanima me sljedeće: beba ima jaku bol u stomaku i ne miče se?",True
"Dobar dan, beba ima temperaturu a mlađa je od tri mjeseca?",True
"Treba mi savjet doktora: kada mogu očekivati da beba počne sjediti sama.",False
"Zanima me sljedeće: kada mogu očekivati da beba počne sjediti sama?",False
"Dobar dan, beba ima ukočen vrat i ne podnosi svjetlo?",False
"Dobar dan, kada mogu očekivati da beba počne sjediti sama?",False
"Dijete je jako pospano i teško ga je probuditi, šta da radim?",True
"Molim savjet - beba povraća bez prestanka već nekoliko sati.",True
"Beba je pala i sada povraća i jako je pospana. Šta mi savjetujete?",True
"Molim savjet - dijete je dobilo grčeve/konvulzije.",True
"Molim savjet - kako izgleda zdrav ritam hranjenja za uzrast od 16 mjeseci.",False
"Zanima me sljedeće: da li je normalno da beba često podriguje nakon hranjenja?",False
"Dijete je na trenutak izgubilo svijest?",True
